interviewer_code,interviewer_ethnicity,interviewer_age,interviewer_gender,interviewer_dialect_of_spanish,interviewer_proficiency_in_spanish,interviewer_educational_level,interviewer_dominance_primary_language,interviewer_dominance_secondary_language,interviewer_dominance_tertiary_language,interviewer_dominance_quaternary_language,interviewer_order_acquisition_first_language,interviewer_order_acquisition_interviewer_second_language,interviewer_order_acquisition_third_language,interviewer_order_acquisition_fourth_language,interviewer_english_percentage,interviewer_spanish_percentage,interviewer_other_language,interviewer_other_language_percentage,interviewer_tertiary_language_interlocutor_percentage,interviewer_quaternary_language_interlocutor_percentage,interviewer_foreign_accent_english,interviewer_foreign_accent_spanish,interviewer_english_accent_identification,interviewer_spanish_accent_identification,interviewee_participant_code,interviewee_birth_city,interviewee_birth_country,interviewee_us_arrival_age,interviewee_city_growing_up,interviewee_country_growing_up,interviewee_year_of_birth,interviewee_highest_grade_completed,interviewee_city_of_completed_education,interviewee_primary_california_location,interviewee_current_residence,interviewee_country_of_completed_education,interviewee_years_in_us,interviewee_years_in_california,interviewee_previous_residence_01,interviewee_previous_residence_02,interviewee_previous_residence_03,interviewee_current_profession,interviewee_desired_profession,interviewee_origin_country_profession,interviewee_number_of_housemates,interviewee_parent_language_01,interviewee_parent_language_02,interviewee_parent_language_03,interviewee_mother_profession,interviewee_father_profession,interviewee_mother_education,interviewee_father_education,interviewee_mother_birth_city,interviewee_mother_birth_country,interviewee_father_birth_city,interviewee_father_birth_country,interviewee_additional_language_01,interviewee_additional_language_02,interviewee_sex,interviewee_ethnicity_01,interviewee_ethnicity_02,interviewee_grandparent_birthplace_01,interviewee_grandparent_birthplace_02,interviewee_grandparent_birthplace_03,interviewee_grandparent_birthplace_04,interviewee_generation_immigration,interviewee_close_family_country,interviewee_hispanic_country_visiting,interviewee_hispanic_country_visiting_rate,interviewee_hispanic_country_visitors,interviewee_hispanic_country_visitor_rate,interviewee_married,interviewee_language_with_spouse,interviewee_spouse_ethnicity,interviewee_spouse_native_language,interviewee_language_with_children,interviewee_language_with_siblings,interviewee_language_with_mother,interviewee_language_with_father,interviewee_number_of_older_siblings,interviewee_number_of_younger_siblings,interviewee_bilingual_education,interviewee_interview_date,interviewee_foreign_accent_english,interviewee_foreign_accent_spanish,interviewee_frequency_identification_nonnative_english,interviewee_frequency_identification_nonnative_spanish,interviewee_start_learning_english,interviewee_start_learning_spanish,interviewee_feel_comfortable_english,interviewee_feel_comfortable_spanish,interviewee_class_years_english,interviewee_class_years_spanish,interviewee_region_years_english,interviewee_region_years_spanish,interviewee_family_years_english,interviewee_family_years_spanish,interviewee_work_years_english,interviewee_work_years_spanish,interviewee_friends_percentage_english,interviewee_friends_percentage_spanish,interviewee_friends_percentage_other,interviewee_family_percentage_english,interviewee_family_percentage_spanish,interviewee_family_percentage_other,interviewee_school_work_percentage_english,interviewee_school_work_percentage_spanish,interviewee_school_work_percentage_other,interviewee_talk_yourself_percentage_english,interviewee_talk_yourself_percentage_spanish,interviewee_talk_yourself_percentage_other,interviewee_count_percentage_english,interviewee_count_percentage_spanish,interviewee_count_percentage_other,interviewee_speak_proficiency_english,interviewee_speak_proficiency_spanish,interviewee_understand_proficiency_english,interviewee_understand_proficiency_spanish,interviewee_read_proficiency_english,interviewee_read_proficiency_spanish,interviewee_write_proficiency_english,interviewee_write_proficiency_spanish,interviewee_feel_myself_english,interviewee_feel_myself_spanish,interviewee_identify_english_speaking_culture,interviewee_identify_spanish_speaking_culture,interviewee_english_nativespeaker,interviewee_spanish_nativespeaker,interviewee_others_nativespeaker_english,interviewee_others_nativespeaker_spanish,interviewee_final_blp_score,interviewee_date_conducted,interviewee_time_started,interviewee_place_conducted,interviewee_interviewee_attitude_towards_interviewer,interviewee_interview_formality,interviewee_interviewer_relationship_with_interviewee,interviewee_other_information,interviewee_notes_about_language_used_in_interview,interviewee_language_dominance,interviewee_normalized_edlevel,interviewee_latitude,interviewee_longitude
UCLA_MG1,hispanic,37,female,Mexican,Native,college,Spanish,English,NA,NA,Spanish,English,NA,NA,30,70,unknown,0,NA,NA,5,0,5,0,UCLA_MG1_08,Jalisco,Mexico,15,"Tonala, Jalisco",Mexico,1967,college,"Norwalk, CA","Norwalk, CA","Norwalk, CA",USA,40,40,NA,NA,NA,Gardener,finish studying to become car technician,NA,5,Spanish,NA,NA,housekeeper,construction,NA,NA,NA,Mexico,NA,Mexico,NA,NA,male,hispanic,latinx,Mexico,NA,NA,NA,G1,Mexico,Mexico,Frequently,no,NA,yes,Spanish,hispanic,Spanish,Spanish/English,Spanish,Spanish,Spanish,NA,"three, 38, 40, 46",no,8/8/2023,NA,NA,NA,NA,15,0,17,0,5,0,20,15,15,20,20,20,50,50,0,20,80,0,50,50,0,30,70,0,50,50,0,6,6,6,6,5,6,2,3,6,6,6,6,1,1,0,0,-27.698,8/7/2023,9:00:00 PM,Participants house,very nervous,informal,friend,the participant was very nervous but wanted to participate,spanish most of the time,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",33.913782,-118.070098
UCLA_MG1,hispanic,37,female,Mexican,Native,college,Spanish,English,NA,NA,Spanish,English,NA,NA,30,70,unknown,0,NA,NA,5,0,5,0,UCLA_MG1_09,"Los Angeles, Ca",USA,NA,"Los Angeles, CA",USA,1998,college,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,25,25,NA,NA,NA,social worker,Sports (behind the scenes),NA,2,Spanish,NA,NA,NA,NA,Elementary school,elementary school,NA,Guatemala,NA,Guatemala,NA,NA,male,hispanic,latinx,Guatemala,NA,NA,NA,G2,Guatemala,NA,NA,NA,NA,yes,English,hispanic,Spanish,NA,English,Spanish,Spanish,NA,"two, 10, 17",yes,8/8/2023,NA,NA,NA,NA,4,0,5,3,12,5,20,20,0,20,6,4,70,30,0,0,100,0,100,0,0,100,0,0,100,0,0,6,4,6,5,6,5,6,3,6,5,2,6,6,6,6,6,27.522,7/23/2023,NA,participants house,excited,informal,friend,i enjoyed interviewing this participant because he was very honest telling me about how he has overcome obstacles,English/Spanish,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",34.052238,-118.243344
UCLA_MG1,hispanic,37,female,Mexican,Native,college,Spanish,English,NA,NA,Spanish,English,NA,NA,30,70,unknown,0,NA,NA,5,0,5,0,UCLA_MG1_10,"Los Angeles, Ca",USA,NA,"Los Angeles, CA",USA,2005,high_school,"Santa Fe Springs, CA","Santa Fe Springs, CA","Downey, CA",USA,18,18,"Los Angeles, CA",NA,NA,NA,doctor,NA,5,Spanish,NA,NA,Medical billing,cook,high school,high school,NA,Mexico,NA,USA,NA,NA,female,Latin American,NA,Mexico,NA,NA,NA,G2,Mexico,Mexico,occasionally,NA,NA,no,NA,NA,NA,NA,Spanish/English,Spanish/English,Spanish/Englihs,"two, 20, 25","two, 10, 11",yes,8/19/2023,NA,NA,NA,NA,8,0,10,0,12,2,18,18,18,18,5,5,50,50,0,20,80,0,70,30,0,60,40,0,50,50,0,4,4,5,5,4,5,4,5,3,5,4,5,3,3,2,2,-14.982,8/19/2023,10:00:00 AM,Participants house,she was a little nervous but excited,informal,friend,i enjoyed this interview because the participant was very excite to do the interview,we speak mostly in Spanish,NA,Completed High School (12th),33.946182,-118.086265
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_01,"Tarzana, CA",USA,NA,"Van Nuys, CA",USA,2003,high_school,"Tarzana, CA","Tarzana, CA","Los Angeles, CA",USA,20,20,"Reseda, CA",NA,NA,NA,cosmetologist,NA,5,Spanish,NA,NA,cleans houses,construction,high school,NA,"Santa Barbara, CA",USA,"Guadalajara, Jalisco",Mexico,NA,NA,female,hispanic,NA,"Michoacan, Mx","Zacatecas, MX",NA,NA,G2,Mexico,Mexico,once a year,no,NA,no,NA,NA,NA,NA,English,Spanish,Spanish,"one, 23","one, 15",yes,10/7/2023,NA,NA,NA,NA,0,0,4,0,12,2,19,19,19,19,0,0,100,0,0,30,70,0,50,50,0,70,30,0,50,50,0,6,6,6,5,6,5,6,5,6,6,6,6,6,6,6,6,20.434,10/7/2023,7:00:00 PM,bedroom,"relaxed, not nervous",NA,cousin,she is 19 and grew up with spanish speaking parents,switched back and forth (spanish and english) occasionally,NA,Completed High School (12th),34.174909,-118.553475
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_02,"Los Angeles, Ca",USA,NA,"Wilmington, CA",USA,1999,college,"Los Angeles, CA","Los Angeles, CA","Wilmington, CA",USA,24,24,NA,NA,NA,student,therapist,NA,1,Spanish,NA,NA,NA,NA,middle school,NA,"Los Angeles, CA",USA,NA,Mexico,NA,NA,female,Mexican,NA,Mexico,NA,NA,NA,G2,no,NA,NA,NA,NA,no,NA,NA,NA,NA,English,English,English,NA,"five, 14, 14, 17, 21",yes,10/20/2023,NA,NA,NA,NA,0,5,11,15,20,4,20,0,20,20,20,0,90,10,0,70,30,0,100,0,0,90,10,0,100,0,0,5,4,6,5,6,6,5,4,6,5,5,5,6,6,6,6,82.19,10/20/2023,3:00:00 PM,bedroom,pretty relaxed,NA,friend,she would often switch Spanish words to English words,"had more trouble in spanish, english was pretty good",NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",34.052238,-118.243344
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_03,"North Hollywood, CA",USA,NA,"Los Angeles, CA",USA,2002,high_school,"Los Angeles, CA","Los Angeles, CA","Santa Monica, CA",USA,20,20,"San Fernando, CA",NA,NA,student,education,NA,6,Spanish,NA,NA,cleaner,painter,Elementary school,middle School,NA,El Salvador,NA,El Salvador,NA,NA,female,latinx,NA,El Salvador,NA,NA,NA,G2,El Salvador,El Salvador,rarely,El Salvador,rarely,no,NA,NA,NA,NA,Spanish/English,Spanish/English,Spanish/Englihs,two,three,yes,10/27/2023,NA,NA,NA,NA,5,0,9,2,20,1,20,0,20,20,20,2,90,10,0,70,30,0,100,0,0,50,50,0,90,10,0,6,4,6,5,6,3,6,4,6,3,5,5,6,6,6,4,82.64,10/27/2023,7:00:00 PM,bedroom,calm/relaxed,pretty casual,friend,touched the mic a little in the beginning but then was okay,pretty good with both languages but sometimes switched when she'd forget a word in a certain language,NA,Completed High School (12th),34.052238,-118.243344
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_04,"Acuilziobelcanje, Mich",Mexico,2,"Morgan Hill, CA",USA,2002,college,"Bakersfield, CA","Bakersfield, CA","Los Angeles, CA",USA,19,19,"Morgan Hill, CA","Bakersfield, CA","Los Banos, CA",student,psychologist,NA,2,Spanish,NA,NA,self-Employed,NA,middle school,NA,NA,Mexico,NA,Mexico,NA,NA,female,Mexican,NA,Mexico,NA,NA,NA,G2,Mexico,NA,NA,NA,NA,no,NA,NA,NA,NA,Spanish/English,Spanish,Spanish,one,two,yes,11/2/2023,NA,NA,NA,NA,4,0,4,0,17,17,19,2,15,20,9,9,70,30,0,0,100,0,80,20,0,70,30,0,90,10,0,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,14.896,11/2/2023,8:00:00 PM,participant's bedroom,calm and relaxed,pretty casual,friend,felt pretty confident,switched off when couldn't remember a word in a language,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",35.373405,-119.018911
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_05,"Northridge, CA",USA,NA,"Van Nuys, CA",USA,2005,high_school,"Littlerock, CA","Littlerock, CA","Los Angeles, CA",USA,18,18,"San Fernando Valley, CA",NA,NA,student,kinesiologist,NA,7,Spanish,NA,NA,cleans houses,construction,high school,elementary school,"Santa Barbara, CA",USA,"Guadalajara, Jalisco",Mexico,NA,NA,male,Mexican,NA,Mexico,NA,NA,NA,G2,Mexico,Mexico,once a year,Mexico,Occasionally,no,NA,NA,NA,NA,Spanish/English,Spanish,Spanish,one,one,no,11/25/2023,NA,NA,NA,NA,4,0,5,0,12,12,18,18,18,18,0,2,80,20,0,10,90,0,10,90,0,70,30,0,80,20,0,6,4,6,5,6,5,6,5,6,5,3,6,5,6,3,6,-7.264,11/25/2023,12:00:00 PM,bedroom,calm and relaxed,NA,brother,"learned english through tv and school, both parents only speak spansih",struggled a bit more with spanish,NA,Completed High School (12th),34.518732,-117.992473
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_06,"Tarzana, CA",USA,NA,"Palmdale, CA",USA,2001,high_school,"Littlerock, CA","Littlerock, CA","Palmdale, CA",USA,22,22,"San Fernando Valley, CA",NA,NA,adults with disability,taking care of people with disabilities,NA,8,Spanish,NA,NA,cleans houses,construction,middle school,elementary school,"Morelia, Mich",Mexico,Mexico City,Mexico,NA,NA,female,hispanic,NA,Mexico,NA,NA,NA,G2,no,Mexico,occasionally,Mexico,Occasionally,no,NA,hispanic,English,Spanish,English,Spanish,Spanish,one,two,yes,11/23/2023,NA,NA,NA,NA,5,0,6,0,12,2,20,0,2,20,3,3,60,40,0,30,70,0,50,50,0,70,30,0,60,40,0,5,5,6,5,6,6,5,5,6,6,2,4,5,5,2,5,-4.266,11/25/2023,6:00:00 PM,participant's bedroom,relaxed and calm,casual,cousin,"22 years old, has a baby, learned spanish from birth and learned english at school",lots of spanglish used,NA,Completed High School (12th),34.518732,-117.992473
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_07,NA,USA,NA,"Los Angeles, CA",USA,2000,high_school,"Los Angeles, CA","Los Angeles, CA","Palmdale, CA",USA,23,23,NA,NA,NA,sales associate,movie director,NA,5,Spanish,NA,NA,room service,construction,middle school,middle School,NA,USA,NA,USA,NA,NA,male,Mexican,NA,Mexico,NA,NA,NA,G3,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,English,Spanish,Spanish,NA,"two, 15, 20",yes,12/2/2023,NA,NA,NA,NA,0,0,0,6,12,0,20,20,20,20,3,3,60,40,0,50,50,0,50,50,0,50,50,0,80,20,0,6,3,6,4,6,2,6,1,6,6,6,6,6,6,6,5,50.942,12/2/2023,6:00:00 PM,bedroom,calm and relaxed,pretty casual,cousin,"spanish-speaking parents, grew up in the US",pretty good in both languages,NA,Completed High School (12th),34.052238,-118.243344
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_08,"Glendale, CA",USA,NA,"Glendale, CA",USA,2005,high_school,"Littlerock, CA","Littlerock, CA","Littlerock, CA",USA,18,18,San Fernando Valley,NA,NA,Student,neonatal nurse,NA,7,Spanish,NA,NA,waitress,NA,middle school,NA,"Mexicali, Baja California",Mexico,NA,NA,NA,NA,female,hispanic,NA,Mexico,NA,NA,NA,G2,Mexico,Mexico,occasionally,Mexico,rarely,no,NA,NA,NA,NA,Englsih/Spanish,Spanish,Spanish,"two, 31, 35","one, 12",yes,12/2/2023,NA,NA,NA,NA,4,0,10,15,12,2,18,0,18,18,18,18,60,40,0,30,70,0,90,10,0,50,50,0,80,20,0,5,5,6,5,5,5,5,5,6,6,5,5,3,4,1,4,19.436,12/2/2023,8:00:00 PM,bedroom,a little nervous in the beginning,calm and relaxed,friend,she was nervous to speak spanish incorrectly but I let her know it was okay and explained,better speaking english,NA,Completed High School (12th),34.518732,-117.992473
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_09,"Gualajara, Jalisco",Mexico,3,"Raseda, CA",USA,2003,college,"Reseda, CA","Reseda, CA","Reseda, CA",USA,20,20,NA,NA,NA,student,psychologist,NA,6,Spanish,NA,NA,cleans houses,construction,middle school,high school,"Guadalajara, Jalisco",MX,"Guadalajara, Jalisco",MX,NA,NA,female,Mexican,NA,Mexico,NA,NA,NA,G2,Mexico,No,never,no,never,no,NA,NA,NA,NA,English,Spanish,Spanish,"one, 24","one, 13",no,12/10/2023,NA,NA,NA,NA,4,0,5,0,17,7,17,3,17,20,2,2,80,20,0,50,50,0,50,50,0,90,10,0,80,20,0,6,6,6,6,6,6,6,6,6,5,4,6,5,5,6,6,24.978,12/10/2023,4:00:00 PM,bedroom,calm and relaxed,pretty formal,cousin,i think she was pretty comfortable in both languages,"mostly good with both languages, didn't really switch back and forth",NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",34.204765,-118.534755
UCLA_AO1,hispanic,20,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,1,1,UCLA_AO1_10,"Van Nuys, CA",USA,NA,"Littlerock, CA",USA,2003,college,"Littlerock, CA","Littlerock, CA","Littlerock, CA",USA,20,20,"Palmdale, CA","Van Nuys, CA",NA,student,therapist,NA,5,Spanish,NA,NA,NA,Truck Driver,Elementary school,elementary school,Jalisco,MX,Jalisco,MX,NA,NA,female,Mexican,hispanic,"Jalisco, MX",NA,NA,NA,G2,No,no,never,no,never,no,NA,NA,NA,NA,English,Spanish,Spanish,"one, 21","one, 17",yes,1/2/2024,NA,NA,NA,NA,4,0,6,0,16,3,20,0,13,20,20,0,90,10,0,20,80,0,100,0,0,80,20,0,90,10,0,6,4,5,4,5,4,5,3,5,4,4,4,5,5,5,6,58.304,1/3/2024,2:00:00 PM,bedroom,calm and relaxed,pretty casual,friend,"pretty comfortable, a little quiet, better at explaining herself in English but overall not bad","used English only and then spansih only, a little spanglish",NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",34.518732,-117.992473
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_01,"Los Angeles, Ca",USA,NA,"Los Angeles, CA",USA,2002,high_school,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,21,21,NA,NA,NA,student,psychologist,NA,3,Spanish,English,NA,Label operator,forklift operator,some high school,some college,NA,MX,NA,El Salvador,NA,NA,female,latinx,NA,Mexico,El Salvador,NA,NA,G2,El Salvador,no,never,no,never,no,NA,NA,NA,NA,English/Spanish,English/Spanish,English/Spanish,NA,"one, 18",no,10/12/2023,NA,NA,NA,NA,5,0,5,0,16,4,20,20,20,20,4,1,90,10,0,30,70,0,100,0,0,50,50,0,60,40,0,6,4,6,6,6,6,6,4,6,6,1,6,4,6,6,6,12.9,10/12/2023,11:00:00 PM,apartment,fine/joyful,casual,friend,we had to restart the beginning since there was noise in the background. the process at the beginning was a bit slow but once we got the hand of it it was easier,"the language was in english and spanish, the conversation flowed pretty well",NA,Completed High School (12th),34.052238,-118.243344
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_02,NA,USA,NA,"Santa Ana, CA",USA,2005,high_school,"Santa Ana, CA","Santa Ana, CA","Santa Ana, CA",USA,18,18,NA,NA,NA,student,mechanical engineer,NA,5,Spanish,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,Mexico,NA,NA,male,Mexican,NA,Mexico,NA,NA,NA,G2,Mexico,no,never,no,never,no,NA,NA,NA,NA,Spanish/English,Spanish,Spanish,one,one,yes,10/15/2023,NA,NA,NA,NA,4,0,4,0,18,18,18,18,18,18,0,0,60,40,0,20,80,0,90,10,0,50,50,0,90,10,0,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,9.448,10/15/2023,5:13:00 PM,office,calm,semiformal,sibling,the participant seemed tierd at the ed of teh interview. The conversation was semi casual but the participant was confortable,participant used spanglish slang,NA,Completed High School (12th),33.749738,-117.869781
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_03,"Tecamachalco, Puebla",Mexico,1,"Los Angeles, CA",USA,2002,high_school,"los Angeles, CA","los Angeles, CA","Boyle Heights, CA",USA,19,19,NA,NA,NA,student,math teacher,NA,2,Spanish,NA,NA,street vendor,NA,middle school,middle School,puebla,Mexico,Puebla,Mexico,NA,NA,female,hispanic,NA,"Puebla, Mexico",NA,NA,NA,G2,Mexico,no,never,no,never,no,NA,NA,NA,NA,Spanish,Spanish/English,Spanish/English,"ten, all older than 35",NA,yes,10/17/2023,NA,NA,NA,NA,3,2,5,4,15,2,19,1,1,20,5,5,90,10,0,10,90,0,90,10,0,50,50,0,90,10,0,6,5,6,6,6,6,6,5,6,6,5,6,5,5,3,3,24.25,10/17/2023,11:00:00 AM,apartment,joyful/calm,casual,friend,the interview was casual. the conversation was great and flowed well. the participant was calm and concentrated,casual and calm. words were chosen closerely during interview,NA,Completed High School (12th),34.052238,-118.243344
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_04,California,USA,NA,"Santa Ana, CA",USA,2002,college,"Humboldt, CA","Humboldt, CA","Riverside, CA",USA,21,21,"Santa Ana, CA",NA,NA,NA,singer,NA,3,Spanish,English,NA,real estate agent,real estate agent,University,university,"Santa Ana, CA",USA,"Santa Ana, CA",USA,NA,NA,female,Mexican,NA,Mexico,NA,NA,NA,G3,Mexico,Mexico,once a year,Mexico,NA,no,NA,NA,NA,NA,NA,English,English,NA,NA,no,10/21/2023,NA,NA,NA,NA,0,4,0,20,20,16,20,0,20,20,0,0,90,10,0,70,30,0,100,0,0,90,10,0,100,0,0,6,3,6,4,6,4,6,4,6,3,6,3,6,6,6,6,99.442,10/21/2023,5:10:00 PM,apartment,excited,casual,friend,"there wasn't much to note for the english portion, however, in the spanish section the interviewee would look at me to further explain certain words. overall they seem a bit hesitant but they were able to complete the interview","casual, the interviewee was comfortable throughout the interview",NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",40.592367,-124.147531
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_05,"Pomona, CA",USA,NA,"Pomona, CA",USA,2003,high_school,"Pomona, CA","Pomona, CA","Los Angeles, CA",USA,20,20,"Pomona, CA",NA,NA,Student,psychologist,NA,6,Spanish,NA,NA,Unemployed,NA,NA,NA,NA,Honduras,NA,Mexico,NA,NA,female,Mexican,Honduran,Honduras,Mexico,NA,NA,G2,Mexico/Honduras,Mexico,occasionally,Mexico,Occasionally,No,NA,NA,NA,NA,English,Spanish,Spanish,"two, 24, 28",six,yes,10/24/2023,NA,NA,NA,NA,4,0,5,0,14,3,20,20,20,20,20,20,80,20,0,20,80,0,60,40,0,70,30,0,90,10,0,5,5,6,5,6,6,6,5,6,6,6,5,4,6,4,5,16.168,10/25/2023,12:00:00 PM,living room,normal,casual,friend,"interview was casual about the interview, they did not have any folowing questions about the structure of the interview. The recorder did end up stopping due to battery at the end but the interview was done by then","normal, the would try to articulate their sentences for thespanish portion but got to finish in the time permitted",NA,Completed High School (12th),34.055118,-117.750048
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_06,"Garden Grove, CA",USA,NA,"Santa Ana, CA",USA,2001,high_school,"Fullerton, CA","Fullerton, CA",Lake Elsinuew,USA,21,21,"Santa Ana, CA",NA,NA,student,something with soccer,NA,5,Spanish,English,NA,cleans houses,general contractor,elementary school,high school,Queretaro,Mexico,Guerrero,Mexico,NA,NA,female,Mexican,NA,Mexico,NA,NA,NA,G2,Mexico,Mexico,Frequently,Mexico,Occasionally,no,NA,NA,NA,NA,Spanish/English,Spanish/English,Spanish/English,NA,NA,no,10/28/2023,NA,NA,NA,NA,4,0,6,0,17,4,20,20,15,20,5,3,90,10,0,20,80,0,90,10,0,90,10,0,100,0,0,6,5,6,6,6,5,6,5,6,6,2,6,6,6,6,6,28.25,10/28/2023,3:00:00 PM,apartment,joyful and calm,casual,friend,the interview went well and the interviwee seemed engaged with the conversation they answered all teh questions in depth,the language in spanish be sometimes spanglish,NA,Completed High School (12th),33.870345,-117.924302
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_07,"Santa Ana, CA",USA,NA,"Santa Ana, CA",USA,2003,college,"Santa Ana, CA","Santa Ana, CA","Santa Ana, CA",USA,19,19,NA,NA,NA,student,business woman,NA,3,Spanish,NA,NA,NA,NA,NA,NA,Oaxaca,Mexico,Oaxaca,Mexico,yes,NA,female,latinx,NA,"Oaxaca, MX",NA,NA,NA,G2,NA,NA,NA,Mexico,NA,no,NA,NA,NA,NA,Spanish/English,Spanish,Spanish,four,NA,no,11/23/2023,NA,NA,NA,NA,5,7,10,9,18,18,19,19,19,19,19,19,50,50,0,50,50,0,50,50,0,100,0,0,50,50,0,5,5,6,6,6,3,6,3,5,5,1,1,6,6,3,3,24.974,11/23/2023,5:00:00 PM,room,tired but enthusiastic,casual,cousin,the recording machine battery died twice so we had to restart; the interviwee was tiered and it prolongued the interview,normal and casual,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",33.749738,-117.869781
UCLA_LM1,latinx,21,female,Mexican,Native,college,English,Spanish,Mizteco,NA,Spanish,Mizteco,English,NA,70,20,Mizteco,10,Mizteco 5,NA,3,4,1,3,UCLA_LM1_08,"Santa Ana, CA",USA,NA,"Santa Ana, CA",USA,2005,high_school,"Santa Ana, CA","Santa Ana, CA","Santa Ana, CA",USA,18,18,NA,NA,NA,student,nurse,NA,5,Spanish,NA,NA,NA,NA,elementary school,high school,NA,Mexico,NA,Mexico,NA,NA,female,Mexican,latinx,Mexico,NA,NA,NA,G2,Mexico,no,never,NA,NA,no,spanish,latinx,spanish,NA,english,spanish,spanish,no,four,yes,11/26/2023,NA,NA,NA,NA,5,4,7,9,10,12,18,0,18,18,13,11,70,30,0,30,70,0,80,20,0,100,0,0,90,10,0,6,4,6,5,6,2,5,1,6,3,1,5,6,3,3,5,59.756,11/26/2023,6:30:00 PM,room,nervous/apprehensive,casual but rigid,brother's friend,the interviwee was nervous and asked to restart at the beginning. They were quiet and a bit hesitant,casual but formal. At the beginning they were a bit rigid in theri answers,NA,Completed High School (12th),33.749738,-117.869781
