interviewer_code,interviewer_ethnicity,interviewer_age,interviewer_gender,interviewer_dialect_of_spanish,interviewer_proficiency_in_spanish,interviewer_educational_level,interviewer_dominance_primary_language,interviewer_dominance_secondary_language,interviewer_dominance_tertiary_language,interviewer_dominance_quaternary_language,interviewer_order_acquisition_first_language,interviewer_order_acquisition_interviewer_second_language,interviewer_order_acquisition_third_language,interviewer_order_acquisition_fourth_language,interviewer_english_percentage,interviewer_spanish_percentage,interviewer_other_language,interviewer_other_language_percentage,interviewer_tertiary_language_interlocutor_percentage,interviewer_quaternary_language_interlocutor_percentage,interviewer_foreign_accent_english,interviewer_foreign_accent_spanish,interviewer_english_accent_identification,interviewer_spanish_accent_identification,interviewee_participant_code,interviewee_birth_city,interviewee_birth_country,interviewee_us_arrival_age,interviewee_city_growing_up,interviewee_country_growing_up,interviewee_year_of_birth,interviewee_highest_grade_completed,interviewee_city_of_completed_education,interviewee_primary_california_location,interviewee_current_residence,interviewee_country_of_completed_education,interviewee_years_in_us,interviewee_years_in_california,interviewee_previous_residence_01,interviewee_previous_residence_02,interviewee_previous_residence_03,interviewee_current_profession,interviewee_desired_profession,interviewee_origin_country_profession,interviewee_number_of_housemates,interviewee_parent_language_01,interviewee_parent_language_02,interviewee_parent_language_03,interviewee_mother_profession,interviewee_father_profession,interviewee_mother_education,interviewee_father_education,interviewee_mother_birth_city,interviewee_mother_birth_country,interviewee_father_birth_city,interviewee_father_birth_country,interviewee_additional_language_01,interviewee_additional_language_02,interviewee_sex,interviewee_ethnicity_01,interviewee_ethnicity_02,interviewee_grandparent_birthplace_01,interviewee_grandparent_birthplace_02,interviewee_grandparent_birthplace_03,interviewee_grandparent_birthplace_04,interviewee_generation_immigration,interviewee_close_family_country,interviewee_hispanic_country_visiting,interviewee_hispanic_country_visiting_rate,interviewee_hispanic_country_visitors,interviewee_hispanic_country_visitor_rate,interviewee_married,interviewee_language_with_spouse,interviewee_spouse_ethnicity,interviewee_spouse_native_language,interviewee_language_with_children,interviewee_language_with_siblings,interviewee_language_with_mother,interviewee_language_with_father,interviewee_number_of_older_siblings,interviewee_number_of_younger_siblings,interviewee_bilingual_education,interviewee_interview_date,interviewee_foreign_accent_english,interviewee_foreign_accent_spanish,interviewee_frequency_identification_nonnative_english,interviewee_frequency_identification_nonnative_spanish,interviewee_start_learning_english,interviewee_start_learning_spanish,interviewee_feel_comfortable_english,interviewee_feel_comfortable_spanish,interviewee_class_years_english,interviewee_class_years_spanish,interviewee_region_years_english,interviewee_region_years_spanish,interviewee_family_years_english,interviewee_family_years_spanish,interviewee_work_years_english,interviewee_work_years_spanish,interviewee_friends_percentage_english,interviewee_friends_percentage_spanish,interviewee_friends_percentage_other,interviewee_family_percentage_english,interviewee_family_percentage_spanish,interviewee_family_percentage_other,interviewee_school_work_percentage_english,interviewee_school_work_percentage_spanish,interviewee_school_work_percentage_other,interviewee_talk_yourself_percentage_english,interviewee_talk_yourself_percentage_spanish,interviewee_talk_yourself_percentage_other,interviewee_count_percentage_english,interviewee_count_percentage_spanish,interviewee_count_percentage_other,interviewee_speak_proficiency_english,interviewee_speak_proficiency_spanish,interviewee_understand_proficiency_english,interviewee_understand_proficiency_spanish,interviewee_read_proficiency_english,interviewee_read_proficiency_spanish,interviewee_write_proficiency_english,interviewee_write_proficiency_spanish,interviewee_feel_myself_english,interviewee_feel_myself_spanish,interviewee_identify_english_speaking_culture,interviewee_identify_spanish_speaking_culture,interviewee_english_nativespeaker,interviewee_spanish_nativespeaker,interviewee_others_nativespeaker_english,interviewee_others_nativespeaker_spanish,interviewee_final_blp_score,interviewee_date_conducted,interviewee_time_started,interviewee_place_conducted,interviewee_interviewee_attitude_towards_interviewer,interviewee_interview_formality,interviewee_interviewer_relationship_with_interviewee,interviewee_other_information,interviewee_notes_about_language_used_in_interview,interviewee_language_dominance,interviewee_normalized_edlevel,interviewee_latitude,interviewee_longitude
UCB_ECM1,hispanic/latinx,22,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,0,0,UCB_ECM1_01,"Santa Clara, CA",USA,NA,"San Jose, CA",USA,2002,some_college,"San Jose, CA","San Jose, CA",San Jose,USA,22,22,"Sunnyvale, CA",NA,NA,Human resources,Archaeologist,NA,5,Spanish,NA,NA,Housewife,landscaper,primary school,NA,Baja California,Mexico,Durango,Mexico,NA,NA,male,Mexican,NA,Mexico,Mexico,Mexico,Mexico,NA,Mexico,Mexico,occasionally,NA,occasionally,no,NA,NA,NA,NA,NA,Spanish,Spanish,5,0,no,11/16/2024,2,6,0,3,0,0,0,0,16,1,20,0,20,20,3,1,100,0,0,30,70,0,100,0,0,70,30,0,100,0,0,4,5,4,5,4,3,3,2,6,6,3,6,6,6,4,6,0,11/16/2024,10:00:00 AM,participant's home,"excited, very enthusiastic",friendly,friend,"Participant was aware of it being part of a research [project], so he would sometimes refer to an audience. -small interruption in the middle of it/ 5 second interruption",NA,English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.3347943,-121.8881448
UCB_ECM1,hispanic/latinx,22,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,0,0,UCB_ECM1_02,"Guasave, Sinaloa",Mexico,1,Stockton,USA,2002,high_school,San Jose,"San Jose, CA",San Jose,USA,17,17,"Newark, CA",NA,NA,NA,mechanic,NA,6,Spanish,NA,NA,NA,truck driver,NA,NA,#NAME?,Mexico,#NAME?,Mexico,NA,NA,female,Mexican,NA,NA,NA,NA,NA,NA,Mexico,NA,never,NA,never,no,NA,NA,NA,NA,English,Spanish,Spanish,1,1,no,11/18/2024,1,5,0,1,6,0,13,0,18,0,17,1,18,18,1,1,50,50,0,50,50,0,100,80,0,50,50,0,50,50,0,5,3,6,4,6,3,6,4,3,3,4,5,4,5,3,3,0,11/18/2024,2:00:00 PM,participant's home,"calm, collective and optimisitc",friendly,interviewer's brother's girlfriend,NA,used a lot of Spanglish in Spanish interview,English,Completed High School (12th),37.3347943,-121.8881448
UCB_ECM1,hispanic/latinx,22,female,Mexican,Native,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,2,4,0,0,UCB_ECM1_03,"Long Beach, CA",USA,NA,"Wilmington, CA",USA,2006,high_school,Wilmington,"Wilmington, CA","Berkeley, CA",USA,17,17,Wilmington,NA,NA,student,NA,NA,1,Spanish,NA,NA,NA,Construction,5th grade,3rd grade,Jalisco,Mexico,Jalisco,Mexico,NA,NA,female,Mexican,NA,"Jalisco, Mexico","Jalisco, Mexico","Jalisco, Mexico","Jalisco, Mexico",NA,Mexico,NA,nunca,NA,rarely,no,NA,NA,NA,NA,English and Spanish,Spanish,Spanish,3,0,yes,11/20/2024,3,8,2,5,5,0,10,15,13,4,17,0,17,17,2,0,90,10,0,0,100,0,100,0,0,80,20,0,100,0,0,4,1,5,4,5,2,5,2,3,3,3,3,5,5,3,3,0,11/20/2024,7:00:00 PM,Moffitt Library,"nervous, positive/looking forward to it",friendly,interviewer's mentee,NA,NA,English,Completed High School (12th),33.77997,-118.262442
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_01,"Baldwin Park, CA",USA,NA,Molmo Valley,USA,2002,some_college,Riverside,"Riverside, CA",Molmo Valley,USA,21,21,NA,NA,NA,AVID Tutor,Spanish Teacher,NA,4,Spanish,NA,NA,Warehouse Worker,Truck Driver,High school,University,Chihuahua,Mexico,Chihuahua,Mexico,NA,NA,male,hispanic,NA,"Chihuahua, Mexico","Chihuahua, Mexico","Chihuahua, Mexico","Chihuahua, Mexico",NA,Mexico,Mexico,occasionally (once a year),NA,occasionally,no,NA,NA,NA,NA,Spanish and English,Spanish,Spanish,1,1,no,2/18/2024,0,6,5,9,4,0,10,16,20,6,20,20,20,20,0,20,50,50,0,70,100,0,100,80,0,50,50,0,100,0,0,6,4,6,4,6,5,6,6,5,6,0,6,6,6,4,6,0,2/18/2024,7:00:00 PM,Interviewer's Apartment,"responsive, apathetic","semi-formal, mostly casual",interviewer's partner,"-awkward pause at 29 min, figuring out additional questions. -answers to questions were brief",#NAME?,Spanish,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",33.980534,-117.377025
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_02,NA,USA,NA,"Oakland, CA",USA,2002,some_college,Berkeley,"Berkeley, CA",Oakland,USA,21,21,NA,NA,NA,student,NA,NA,5,Spanish,NA,NA,Baker,Welder,less than high school,less than high school,"Acambaro, Guanajuato",Mexico,Mexico City,Mexico,NA,NA,male,latinx,NA,Mexico,Mexico,Mexico,Mexico,NA,Mexico,Mexico,occasionally (once a year),NA,NA,no,NA,NA,NA,NA,Spanish and English,Spanish,Spanish,2,0,yes,2/19/2024,6,8,3,10,8,0,9,12,16,6,20,20,20,20,4,2,80,20,0,50,80,0,90,10,0,80,20,0,100,0,0,5,3,5,4,5,4,5,1,4,4,1,5,3,5,3,4,0,2/19/2024,5:10:00 PM,Dwinelle 235,"receptive, eager to answer","semi-formal, mostly casual",acquantince of interviewer,-took sips in of drink between answers -had to switch recording locations 5 min into the Spanish interview -loud bang at 9:45 in the Spanish interview -weird background noise starting at 19 min,"Very nervous to speak in Spanish, moments where phrases were said in English instead",English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_03,Los Angeles,USA,NA,Los Angeles,USA,2004,some_college,Berkeley,"Berkeley, CA",Los Angeles,USA,19,19,NA,NA,NA,student,psychiatrist,NA,4,Spanish,NA,NA,Cafeteria lady,Truck Driver,Bachillerato,secondary school,NA,El Salvador,NA,El Salvador,NA,NA,female,Salvadoran,NA,El Salvador,El Salvador,El Salvador,El Salvador,NA,NA,El Salvador,occasionally (every other year),NA,NA,no,NA,NA,NA,NA,Spanish and English,Spanish,Spanish,1,0,no,2/20/2023,1,6,1,4,4,0,4,0,19,0,19,0,0,19,4,0,90,10,0,10,90,0,100,0,0,50,50,0,100,0,0,5,4,5,5,5,4,5,4,4,5,2,5,3,5,5,5,0,2/20/2024,NA,Interviewee's apartment,"very casual, friendly, warm, receptive","conversation in between friends, casual",close friend,-pauses during moments where she didn't know if she had to elaborate,#NAME?,English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_04,Jalisco,Mexico,1,"Richmond, CA",USA,2002,some_college,Berkeley,"Berkeley, CA","Berkeley, CA",USA,20,20,Richmond,NA,NA,student,lawyer or teacher,NA,4,Spanish,NA,NA,Housewife,gardener,primary school,primary school,Jalisco,Mexico,Jalisco,Mexico,NA,NA,female,Mexican,NA,Mexico,Mexico,Mexico,Mexico,NA,Mexico,NA,never,NA,rarely,no,NA,NA,NA,NA,English,Spanish,Spanish,1,1,yes,3/4/2024,4,5,7,0,10,1,11,0,15,3,20,20,NA,20,5,3,60,40,0,20,80,0,100,40,0,50,50,0,50,50,0,6,3,6,6,6,3,6,3,6,6,2,6,3,4,0,3,0,3/4/2024,NA,Gardner Main Stacks Library,"receptive, excited, engaged","casual, friendly",close friend,drank water at 12 min + awkward pause,#NAME?,NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_05,Cochabamba,Bolivia,12,Cochambamba,Bolivia,2003,some_college,Berkeley,"Berkeley, CA","San Ramon, CA",USA,8,8,"Berkeley, CA",Moreno Valley,NA,Administrative assistant,Physician's assistant,NA,5,Spanish,NA,NA,customer service,NA,university,university,NA,Bolivia,NA,Bolivia,NA,NA,female,Bolivian,NA,Bolivia,Bolivia,Bolivia,Bolivia,NA,Bolivia,NA,never,NA,never,no,NA,NA,NA,NA,Spanish and English,Spanish,Spanish,0,2,yes,3/8/2024,5,3,4,0,4,0,13,0,16,20,8,20,7,20,3,0,90,10,0,10,90,0,80,20,0,10,90,0,10,90,0,6,6,5,6,6,6,5,6,5,6,5,6,4,6,4,6,0,3/8/2024,NA,Moffitt Library,"receptive, open, engaged","casual, friendly",classmate,took place in a library but room may not have been completely soundproof,#NAME?,Spanish,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_06,Juchipila,Mexico,0.5,Juchipila,Mexico,2004,high_school,Arroyo Grande High School,"Arroyo Grande, CA","Berkeley, CA",USA,19,19,"Grover Beach, CA","Los Baños, CA","Alameda Juarez, Mexico",student,English/Spanish tutor,NA,4,Spanish,NA,NA,Funeral insurance agent,Produce deliveryperson,high school,secondary school,Guadalajara,Mexico,Alameda Juarez,Mexico,NA,NA,female,latinx,NA,Mexico,Mexico,Mexico,Mexico,NA,Mexico,Mexico,occasionally (once a year),NA,NA,no,NA,NA,NA,NA,English/Spanglish,Spanish,Spanish,0,3,no,3/12/2024,1,1,0,0,5,0,6,0,19,2,19,2,2,19,4,0,70,30,0,30,70,0,50,50,0,50,50,0,70,30,0,6,6,6,6,6,6,6,5,5,5,2,4,6,6,6,6,0,3/12/2024,NA,Moffitt Library,"receptive, engaged, outgoing","casual, friendly conversation",peer,#NAME?,#NAME?,English,Completed High School (12th),35.1240874,-120.5764777
UCB_FS1,Mexican,20,female,Chilango,Fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,70,30,unknown,0,NA,NA,2,5,3,5,UCB_FS1_07,Riverside,USA,NA,Moreno Valley,USA,2004,some_college,Moreno Valley,"Moreno Valley, CA",Moreno Valley,USA,19,19,NA,NA,NA,student,Governor of California,NA,5,Spanish,English,NA,Office worker,Construction worker,university,high school,Blythe,US,"Hermosillo, Sonora",Mexico,NA,NA,male,mexican_american,NA,"Sonora, Mexico","Sonora, Mexico","Sonora, Mexico","Sonora, Mexico",NA,Mexico,Mexico,frequently,NA,NA,no,NA,NA,NA,NA,Spanish and English,English,Spanish,1,1,no,3/28/2024,1,10,1,10,0,0,0,0,13,4,19,0,19,19,2,1,90,10,0,70,30,0,100,0,0,50,50,0,90,10,0,4,2,6,5,6,4,6,3,4,3,1,6,6,6,3,5,0,3/28/2024,5:30:00 PM,Interviewee's home,"receptive, engaged, nervous","casual, not formal",close friend,#NAME?,#NAME?,English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",33.9208902,-117.2611563
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_02,California,USA,NA,Redwood City,USA,2003,some_college,Redwood City,"Redwood City, CA",Redwood City,USA,20,20,NA,NA,NA,student,social worker,NA,5,Spanish,Kachiquel,NA,house cleaner,tile installation,6th grade,6th grade,City of Guatemala,Guatemala,"Jan Raymundo, El Carrizal",Guatemala,NA,NA,female,latinx,NA,Guatemala,NA,NA,NA,NA,yes,NA,infrequently,NA,"Guatemala, Costa Rica",no,NA,NA,NA,NA,English and Spanish,Spanish,Spanish,0,2,yes,10/23/2023,1,3,0,1,NA,0,10,0,14,8,20,20,20,20,7,4,50,50,0,50,50,0,100,0,0,80,20,0,100,0,0,5,3,6,6,6,6,5,3,6,6,6,6,6,6,6,6,0,8/23/2023,7:00:00 PM,Interviwer's home,"Open, excited, comfortable",casual,friend,"Rec levels in English fluctuated, mostly got higher at times, took a few water breaks in Spanish interview",#NAME?,NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.48522,-122.23635
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_03,"Redwood City, CA",USA,NA,Redwood City,USA,2002,some_college,Berkeley CA,"Berkeley, CA","Oakland, CA",USA,20,20,NA,NA,NA,Student,Medic,NA,5,Spanish,NA,NA,house cleaner,director construction,High school,Elementary School,"Yanga, Veracruz",Mexico,"Los Canales, Jalisco",Mexico,NA,NA,male,Mexican,NA,"Yanga, Veracruz, MX","Los Canales, Jalisco, MX",NA,NA,NA,Mexico,Mexico,occasionally,Mexico,unspecified,NA,NA,NA,NA,NA,English and Spanish,Spanish,Spanish,0,3,yes,10/24/2023,1,5,0,4,0,0,0,0,14,10,20,20,20,20,20,10,60,40,0,40,60,0,100,0,0,80,20,0,100,0,0,5,4,6,4,6,3,6,5,6,5,6,6,6,5,6,6,0,10/24/2023,7:00:00 PM,Interviwer's home,"Positive, slightly nervous","casual, conversational",friend,phone rang during english interview,NA,English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_04,"Palo Alto, CA",USA,NA,Redwood City,USA,2003,some_college,Berkeley CA,"Berkeley, CA","San Mateo, CA",USA,20,20,"Berkeley, CA",Redwood City,NA,student,Veterinary Medicine,NA,5,Spanish,NA,NA,Pastry chef,NA,6th grade,3rd grade,"Felipe Carrillo Puetro, Michocan",Mexico,"Felipe Carrillo Puetro, Michoacan",Mexico,NA,NA,female,Mexican,American,Mexico,NA,NA,NA,NA,Mexico,Mexico,occasionally,Mexico,occasionally,NA,NA,NA,NA,NA,Spanish and English,Spanish,English,3,0,No,11/16/2023,1,5,0,5,3,0,7,0,16,0,20,20,18,20,3,0,90,10,0,60,40,0,100,0,0,90,10,0,100,0,0,6,4,6,5,6,4,6,4,6,4,6,6,6,6,6,6,0,11/16/2023,7:00:00 PM,Interviwer's home,"calm, open minded","casual, personal, comfortable",friend/roommate,"long thinking/response time for some questions in english interview + some spanish, some questions/side comments in spanish interview","-spanish only used once in English interview, - used more English in Spanish interview than Spanish in English interview",English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_05,"Lanwood, CA",USA,NA,Huntington Park CA,USA,2001,college,California,"Berkeley, CA","Berkeley, CA",USA,22,22,"Huntington Park, CA",NA,NA,student,doctor,NA,2,Spanish - mom,Spanish + English - dad,French - dad,fabric worker,soldering,high school,high school,El Platanal Michoacan,Mexico,Tijuana Baja California,Mexico,German,NA,female,Mexican,NA,Michoacan,Sonora,Baja California,NA,NA,Mexico,Mexico,frequently,Mexico,frequently,no,NA,NA,NA,no,English,Spanish,Spanish,3,0,No,12/1/2023,0,2,0,0,6,0,10,0,NA,0,20,20,20,20,5,0,70,30,0,0,100,0,100,0,0,30,70,0,50,50,0,6,5,6,6,6,5,6,5,6,6,4,6,4,6,3,6,0,12/1/2023,5:00:00 PM,interviwer's home,"open, curious","casual, comfortable","friend, old roommate",rec levels were lower than usual 00:47?,"no spanish (besides spanglish for question #3) in English interview, longer responses in Spanish interviews : minimal english used",NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",37.8690573,-122.2704634
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_06,Bakersfiel CA,USA,NA,"Roseville, CA",USA,2001,some_college,Berkeley CA,"Berkeley, CA","Roseville, CA",USA,22,22,"Bakersfield, CA",NA,NA,student,Nurse,NA,7,Spanish,NA,NA,housewife,rack and shelving,high school,middle school,"Hostotipaquillo, Jalisco",Mexico,"Hostotipaquillo, Jalisco",Mexico,NA,NA,female,hispanic,latinx,Mexico,NA,NA,NA,NA,Mexico,Mexico,rarely,Mexico,rarely,yes,Spanish/English,hispanic/latinx,Spanish,NA,Spanish and English,Spanish,Spanish,0,4,No,12/6/2023,0,3,0,3,4,0,5,4,20,3,20,20,0,20,5,0,80,20,0,0,100,0,100,0,0,70,30,0,80,20,0,6,4,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,0,12/6/2023,3:00:00 PM,interviwer's home,"nervous, anxious (at first), excited","casual, conversational",friend; old roommate,"very short responses at first, later elaborated/ felt more comfortable (english)","interviwee received a phone call about 17-18 mins into spanish interview - I asked if they wanted to step out but we continued, - few instances of spanish in English interview, shorter resposes in Spanish interview, finished all 40 questions in 34 mins (was about a minute under)",English,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_07,"Monterey Park, CA",USA,NA,"South Gate, CA",USA,2002,some_college,Berkeley CA,"Berkeley, CA","Berkeley, CA",USA,21,21,"South Gate, CA","Bell Gardens, CA",NA,NA,Sociology Professor,NA,3,Spanish,NA,NA,NA,truck driver,didn't complete college,didn't complete college,Honduras,Honduras,Honduras,Honduras,bit of portuguese,NA,female,latinx,NA,Honduras,NA,NA,NA,NA,Honduras,Honduras,rarely,honduras,rarely,NA,NA,NA,NA,NA,English,Spanish,Spanish,2,0,no,4/17/2024,2,2,1,1,6,0,9,0,20,0,20,20,20,20,3,1,80,20,0,0,100,0,100,0,0,70,30,0,60,40,0,5,3,5,5,5,5,5,4,4,3,0,6,0,3,0,4,0,4/17/2023,7:00:00 PM,interviwee's home,down comfortable and intrigued,casual,friend/sorority sister,"English: 12 min honking in background, 16min ice machine went off. Spanish: longer pauses, more fidgeting - example, playing with pen, 24 min - roommate walked in, 30 min roommate walked in.","stuck to english during entire interview, very few instances of English in Spanish interview, noticed in trying to translate  generalized ",Spanish,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.8690573,-122.2704634
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_08,Chimbote,Peru,16,Lima and Chimbote,Peru,2002,some_college,Peru and USA,"San Francisco, CA","San Francisco, CA",Peru and USA,5,5,NA,NA,NA,student,psicology and public health,NA,4,Spanish,Spanish,NA,NA,NA,middle school,middle school,Chimbote,Peru,Lima,Peru,NA,NA,female,latinx,NA,"Chimbote, Peru","Lima, Peru",NA,NA,Gen1,Peru,Peru,rarely,Peru,occasionally,blnak,NA,NA,NA,NA,Spanish,Spanish,Spanish,1,0,No,4/25/2024,4,3,5,1,16,0,18,0,5,16,5,16,0,20,5,0,20,80,0,10,90,0,100,0,0,40,60,0,10,90,0,4,6,6,6,5,6,4,6,1,6,0,6,6,6,5,6,0,4/25/2025,12:30:00 PM,Main stacks library study room,"excited, open","casual, friendly",friend,code word @ beginning was  banana  - min - 21 in English interview - took mini break after question #14,Some instances of spanish in English interview (more codeswitching than in Spanish),Spanish,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",37.7800771,-122.4201615
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_09,Tegucigalpa,Honduras,11,Ciudad Lempira,Honduras,2002,high_school,USA,"Richmond, CA","Richmond, CA",USA,12,12,East Palo Alto,NA,NA,driver,electrician,NA,5,Spanish,Spanish,NA,NA,truck driver,unsure,unsure,Honduras,Honduras,Honduras,Honduras,NA,NA,male,latinx,hispanic,Honduras,NA,NA,NA,NA,Honduras,Honduras,never,honduras,NA,no (but has partner),NA,latinx,spanish,NA,English/Spanish,Spanish,Spanish,0,2,yes,5/5/2024,8.5,0,5,NA,11,0,13,0,20,2,12,10,3,20,7,0,70,30,0,10,90,0,100,0,0,90,10,0,100,0,0,3,6,6,6,6,6,5,6,4,4,0,6,3,6,0,6,0,5/5/2024,8:00:00 PM,interviewer's home,nervous,casual,friend,"English: very nervous, gave short answers but gave longer ones towards the end. Spanish: really short responses or skipped a lot of questions, had to find backup questions","code word  chocolate  and  aguacate , more english in Spanish interview than vice versa",Spanish,Completed High School (12th),37.937865,-122.343146
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_10,"San Jose, CA",USA,NA,Redwood City,USA,2003,college,Berkeley CA,"Berkeley, CA",NA,USA,20,20,NA,NA,NA,student,grant-making/donor relations,NA,3,Spanish,Spanish,NA,nanny,NA,3rd grade,NA,Santa Ana,El Salvador,San Miguel,El Salvador,elementary italian,NA,female,Salvadorian,NA,"Santa Ana, El Salvador","San Miguel, El Salvador",NA,NA,NA,El Salvador,El Salvador,occasionally,El Salvador,didnt specify,NA,NA,NA,NA,NA,"English w/ Brother, Spanish w/ sister",Spanish,Spanish,2,1,No,5/8/2024,4,4,0,0,5,1,5,1,16,3,20,0,20,20,20,1,90,10,0,50,50,0,90,10,0,100,0,0,100,0,0,5,5,6,6,6,6,6,6,6,5,3,3,6,6,6,6,0,5/8/2024,7:30:00 PM,Interviewee's dorm,Happy to help/participate,casual,friend,Code word: Paypal,Some instances of spanish in English interview and vice versa,English,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",37.8690573,-122.2704634
UCB_SRA1,latinx/hispanic,20,female,Mexican,fluent,college,English,Spanish,NA,NA,Spanish,English,NA,NA,60,40,unknown,0,NA,NA,NA,NA,NA,NA,UCB_SRA1_11,Mexicali Baja California Norte,Mexico,3.5,Calipatria CA,USA,1998,college,Berkeley CA,"Berkeley, CA","Albany, CA",USA,21.5,21.5,Davis,Santa Cruz,Calipatria and Mexicali,NA,professor,professor,2,Spanish,Spanish,NA,countrywoman (campesina),countryman (campesino),completed middle school?,High school,Mexicali Baja California (Norte),Mexico,Mexicali Baja California (Norte),Mexico,NA,NA,female,Mexican,NA,"Michoacan, Mexico","Jalisco, Mexico",NA,NA,NA,Mexico,Mexico,"pre covid - frequently, post covid rarely",NA,inafortunadamente didn't specify rate,yes,English and spanish,American,English,NA,English,Spanish,Spanish,1,0,No,5/9/2024,4,7,3.4,2,5,0,9,0,16 or 18,3,19,20,NA,20,3,0,60,40,0,60,40,0,100,0,0,60,40,0,50,50,0,4,2,4,4,4,3,4,3,2,4,2,6,6,6,0,6,0,5/9/2024,6:30:00 PM,Interviwer's home,"excited, happy to help",casual,friend,"code word: coffee, only got to Q10 in English, Only got to Q6 in Spanish",Mostly used language used in interview Qs,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",37.8690573,-122.2704634
