"filename","word","vowel","a1p0","timepoint","point_time","point_vwlpct","attempted_fix","errorflag","previous_segment","following_segment","vwl_duration","following_nasal","previous_nasal","previous_sonorant","participant","language","syllable","interviewee_final_blp_score","token_id","a1p0_z","vwl_duration_z"
"UCB_AK1_03_Spanish","restaurantes","a",-4.65,1,21.97,0,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-0.00525317054179432,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-2.6,2,21.988889,11.11,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,0.287468935381539,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-3.67,3,22.007778,22.22,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,0.134682275216677,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-6.93,4,22.026667,33.33,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-0.330817268837013,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-8.78,5,22.045556,44.44,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-0.594981120523924,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-8.91,6,22.064444,55.56,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-0.613543985777599,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-10.35,7,22.083333,66.67,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-0.819163416279842,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-11.74,8,22.102222,77.78,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-1.01764328322298,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-12.93,9,22.121111,88.89,"None","None","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,-1.1875648959297,2.06746047476632
"UCB_AK1_03_Spanish","restaurantes","a",-3.77,10,22.14,100,"LowF1Corrected","LowF1","ɾ","n",170,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,178,0.120403148098466,2.06746047476632
"UCB_AK1_03_Spanish","rancho","a",-5.57,1,44.83,0,"LowF1Corrected","LowF1","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,-0.136621140029339,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-4.33,2,44.845556,11.11,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,0.0404400362364821,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-5.24,3,44.861111,22.22,"LowF1Corrected","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,-0.0895000205392414,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-4.09,4,44.876667,33.33,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,0.0747099413201894,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-2.4,5,44.892222,44.44,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,0.316027189617962,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-1.52,6,44.907778,55.56,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,0.441683508258222,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-2.18,7,44.923333,66.67,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,0.347441269278027,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-9.69,8,44.938889,77.78,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,-0.724921177299647,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-15.33,9,44.954444,88.89,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,-1.53026394676677,1.26288116951502
"UCB_AK1_03_Spanish","rancho","a",-10.44,10,44.97,100,"None","None","r","n",140,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,176,-0.832014630686232,1.26288116951502
"UCB_AK1_03_Spanish","nada","a",-6.33,1,51.85,0,"None","None","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-0.245142506127745,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-8.39,2,51.856667,11.11,"None","None","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-0.5392925247629,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-9.57,3,51.863333,22.22,"None","None","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-0.707786224757794,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-9.8,4,51.87,33.33,"None","None","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-0.74062821712968,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-16.45,5,51.876667,44.44,"None","None","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-1.69019017049074,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-19.41,6,51.883333,55.56,"None","None","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-2.11285233318979,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-5.89,7,51.89,66.67,"LowF1Corrected","LowF1","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-0.182314346807615,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-4.01,8,51.896667,77.78,"LowF1Corrected","LowF1","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,0.0861332430147585,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",-5.37,9,51.903333,88.89,"LowF1Corrected","LowF1","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,-0.108062885792916,-0.882663644488439
"UCB_AK1_03_Spanish","nada","a",0,10,51.91,100,"LowF1Corrected","A1isP0","ð","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,163,0.658726240455034,-0.882663644488439
"UCB_AK1_03_Spanish","socializamos","a",-4.33,1,108.63,0,"HighF1Corrected","HighF1","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,0.0404400362364821,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",2.28,2,108.65,11.11,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,0.984290338750254,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",6.51,3,108.67,22.22,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,1.58829741585059,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",6.01,4,108.69,33.33,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,1.51690178025954,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",3.08,5,108.71,44.44,"HighF1Corrected","HighF1","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,1.09852335569594,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",-3.28,6,108.73,55.56,"HighF1Corrected","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,0.190370870977702,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",-4.08,7,108.75,66.67,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,0.0761378540320105,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",-2.88,8,108.77,77.78,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,0.247487379450547,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",-3.45,9,108.79,88.89,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,0.166096354876742,2.33565357651675
"UCB_AK1_03_Spanish","socializamos","a",-6.47,10,108.81,100,"None","None","θ","m",180,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,179,-0.265133284093241,2.33565357651675
"UCB_AK1_03_Spanish","comunicamos","a",-6.36,1,111.27,0,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,-0.249426244263209,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",2.39,2,111.291111,11.11,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,0.999997378580286,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",7.38,3,111.312222,22.22,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,1.71252582177903,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",7.42,4,111.333333,33.33,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,1.71823747262632,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",8.42,5,111.354444,44.44,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,1.86102874380843,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",5.27,6,111.375556,55.56,"HighF1Corrected","HighF1","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,1.41123623958477,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",1.79,7,111.396667,66.67,"HighF1Corrected","HighF1","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,0.914322615871018,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",-2.23,8,111.417778,77.78,"HighF1Corrected","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,0.340301705718921,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",-4.98,9,111.438889,88.89,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,-0.0523742900318919,2.60384667826718
"UCB_AK1_03_Spanish","comunicamos","a",-3.14,10,111.46,100,"None","None","k","m",190,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,115,0.210361648943197,2.60384667826718
"UCB_AK1_03_Spanish","cambiado","a",-8.28,1,115.03,0,"LowF1Corrected","LowF1","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.523585484932867,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-8.3,2,115.036667,11.11,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.526441310356509,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-8.09,3,115.043333,22.22,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.496455143408265,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-7.92,4,115.05,33.33,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.472180627307306,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-7.42,5,115.056667,44.44,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.400784991716249,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-7.01,6,115.063333,55.56,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.342240570531583,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-7.28,7,115.07,66.67,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.380794213750753,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-7.54,8,115.076667,77.78,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.417919944258103,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-8.82,9,115.083333,88.89,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.600692771371208,-0.882663644488439
"UCB_AK1_03_Spanish","cambiado","a",-8.64,10,115.09,100,"None","None","k","m",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,106,-0.574990342558428,-0.882663644488439
"UCB_AK1_03_Spanish","llevamos","a",1.27,1,157.03,0,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.840071154856319,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",1.47,2,157.04,11.11,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.868629409092742,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",0.99,3,157.05,22.22,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.800089598925327,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",0.6,4,157.06,33.33,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.744401003164303,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",-0.5,5,157.07,44.44,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.587330604863978,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",-0.87,6,157.08,55.56,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.534497834526595,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",-1.59,7,157.09,66.67,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.431688119275474,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",-2.64,8,157.1,77.78,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.281757284534254,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",-2.52,9,157.11,88.89,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,0.298892237076108,-0.0780843392371415
"UCB_AK1_03_Spanish","llevamos","a",-5.09,10,157.12,100,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,158,-0.0680813298619243,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",1.45,1,176.65,0,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.865773583669099,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",4.92,2,176.66,11.11,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,1.36125929467103,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",5.49,3,176.67,22.22,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,1.44265031924484,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",4.13,4,176.68,33.33,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,1.24845419043716,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",2.15,5,176.69,44.44,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.965727473496579,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",1.24,6,176.7,55.56,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.835787416720855,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",-0.08,7,176.71,66.67,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.647302938760465,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",-0.65,8,176.72,77.78,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.565911914186661,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",-2.78,9,176.73,88.89,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.261766506568758,-0.0780843392371415
"UCB_AK1_03_Spanish","vamos","a",-4.09,10,176.74,100,"None","None","b","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,188,0.0747099413201894,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-9.57,1,295.22,0,"None","None","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.707786224757794,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-9.57,2,295.23,11.11,"None","None","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.707786224757794,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-6.01,3,295.24,22.22,"None","None","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.199449299349469,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-4.75,4,295.25,33.33,"None","None","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.0195322976600056,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-3.77,5,295.26,44.44,"None","None","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,0.120403148098466,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-5.33,6,295.27,55.56,"None","Shallow","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.102351234945632,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-5.33,7,295.28,66.67,"None","Shallow","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.102351234945632,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-5.33,8,295.29,77.78,"None","Shallow","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.102351234945632,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-5.33,9,295.3,88.89,"None","Shallow","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.102351234945632,-0.0780843392371415
"UCB_AK1_03_Spanish","usamos","a",-5.33,10,295.31,100,"None","Shallow","s","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,186,-0.102351234945632,-0.0780843392371415
"UCB_AK1_03_Spanish","familiar","a",-3.8,1,346.09,0,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,0.116119409963002,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-15.75,2,346.098889,11.11,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,-1.59023628066326,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-9.44,3,346.107778,22.22,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,-0.689223359504119,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-8.91,4,346.116667,33.33,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,-0.613543985777599,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-1.1,5,346.125556,44.44,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,0.501655842154709,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-0.68,6,346.134444,55.56,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,0.561628176051197,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-2.58,7,346.143333,66.67,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,0.290324760805181,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-3.17,8,346.152222,77.78,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,0.206077910807734,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-5.28,9,346.161111,88.89,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,-0.0952116713865259,-0.346277440987574
"UCB_AK1_03_Spanish","familiar","a",-10.52,10,346.17,100,"None","None","f","m",80,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,140,-0.843437932380802,-0.346277440987574
"UCB_AK1_03_Spanish","conozcan","a",-3.33,1,387.16,0,"HighF1Corrected","HarmDev","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.183231307418596,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",-3.33,2,387.166667,11.11,"HighF1Corrected","HarmDev","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.183231307418596,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",-0.38,3,387.173333,22.22,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.604465557405831,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",1.73,4,387.18,33.33,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.905755139600091,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",2.78,5,387.186667,44.44,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,1.05568597434131,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",3.25,6,387.193333,55.56,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,1.1227978717969,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",1.73,7,387.2,66.67,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.905755139600091,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",1.18,8,387.206667,77.78,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.827219940449929,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",-1.88,9,387.213333,88.89,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.390278650632661,-0.882663644488439
"UCB_AK1_03_Spanish","conozcan","a",-3.07,10,387.22,100,"None","None","k","n",60,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,116,0.220357037925945,-0.882663644488439
"UCB_AK1_03_Spanish","hablábamos","a",-8.86,1,471.99,0,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.606404422218493,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-7.42,2,472,11.11,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.400784991716249,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-7.67,3,472.01,22.22,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.436482809511778,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-9.11,4,472.02,33.33,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.642102240014021,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-5.45,5,472.03,44.44,"LowF1Corrected","LowF1","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.119486187487485,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-5.6,6,472.04,55.56,"None","None","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.140904878164802,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-6.43,7,472.05,66.67,"HighF1Corrected","Shallow","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.259421633245957,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-6.43,8,472.06,77.78,"HighF1Corrected","Shallow","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.259421633245957,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",-10.58,9,472.07,88.89,"None","Shallow","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,-0.852005408651729,-0.0780843392371415
"UCB_AK1_03_Spanish","hablábamos","a",0,10,472.08,100,"LowF1Corrected","A1isP0","β","m",90,"1","0","0","UCB_AK1_03","Spanish","CVN",6.27,147,0.658726240455034,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-5.48,1,533.22,0,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.123769925622949,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-2.22,2,533.23,11.11,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,0.341729618430742,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-2.66,3,533.24,22.22,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,0.278901459110612,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-3.18,4,533.25,33.33,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,0.204649998095913,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-4.81,5,533.26,44.44,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.0280997739309324,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-6.27,6,533.27,55.56,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.236575029856818,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-7.03,7,533.28,66.67,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.345096395955225,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-9.02,8,533.29,77.78,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.629251025607631,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-10.11,9,533.3,88.89,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.784893511196135,-0.0780843392371415
"UCB_AK1_03_Spanish","gran","a",-10.57,10,533.31,100,"None","None","ɾ","n",90,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,143,-0.850577495939907,-0.0780843392371415
"UCB_AK1_03_Spanish","vibrante","a",-18.03,1,570.2,0,"None","HarmDev","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-1.91580037895848,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-18.03,2,570.216667,11.11,"None","HarmDev","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-1.91580037895848,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-4.85,3,570.233333,22.22,"None","None","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-0.033811424778217,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-4.16,4,570.25,33.33,"None","None","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,0.0647145523374414,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-5.35,5,570.266667,44.44,"None","None","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-0.105207060369274,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-5.6,6,570.283333,55.56,"None","None","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-0.140904878164802,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-9.33,7,570.3,66.67,"None","None","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-0.673516319674086,1.53107427126545
"UCB_AK1_03_Spanish","vibrante","a",-12.41,8,570.316667,77.78,"None","None","ɾ","n",150,"1","0","1","UCB_AK1_03","Spanish","CVN",6.27,191,-1.113313434915,1.53107427126545
